bdc_name,bdc_cik,company_name,business_description,investment_type,principal,cost,fair_value,industry_sector
Main Street Capital Corporation,1396440,"Volusion, LLC",Provider of Online Software-as-a-Service eCommerce Solutions,Secured Debt,2100000.0,2100000.0,2100000.0,Software/Technology
Main Street Capital Corporation,1396440,"Volusion, LLC",Provider of Online Software-as-a-Service eCommerce Solutions,Preferred Member Units,,3978000.0,7003000.0,Software/Technology
Main Street Capital Corporation,1396440,"Volusion, LLC",Provider of Online Software-as-a-Service eCommerce Solutions,Preferred Member Units,,14000000.0,,Software/Technology
Main Street Capital Corporation,1396440,"Volusion, LLC",Provider of Online Software-as-a-Service eCommerce Solutions,Common Stock,,2576000.0,,Software/Technology
Main Street Capital Corporation,1396440,"Volusion, LLC",Provider of Online Software-as-a-Service eCommerce Solutions,,,22654000.0,9103000.0,Software/Technology
Main Street Capital Corporation,1396440,VVS Holdco LLC,Omnichannel Retailer of Animal Health Products,Secured Debt,25760000.0,25661000.0,25661000.0,Retail
Main Street Capital Corporation,1396440,VVS Holdco LLC,Omnichannel Retailer of Animal Health Products,Preferred Equity,,12240000.0,12240000.0,Retail
Main Street Capital Corporation,1396440,VVS Holdco LLC,Omnichannel Retailer of Animal Health Products,,,37901000.0,37901000.0,Retail
Main Street Capital Corporation,1396440,"Ziegler’s NYPD, LLC",Casual Restaurant Group,Secured Debt,1750000.0,1750000.0,1750000.0,Food & Beverage
Main Street Capital Corporation,1396440,"Ziegler’s NYPD, LLC",Casual Restaurant Group,Preferred Member Units,,3154000.0,320000.0,Food & Beverage
Main Street Capital Corporation,1396440,"Ziegler’s NYPD, LLC",Casual Restaurant Group,Warrants,,600000.0,,Food & Beverage
Main Street Capital Corporation,1396440,"Ziegler’s NYPD, LLC",Casual Restaurant Group,,,5504000.0,2070000.0,Food & Beverage
Main Street Capital Corporation,1396440,"AAC Holdings, Inc.",Substance Abuse Treatment Service Provider,Secured Debt,612000.0,611000.0,609000.0,Other
Main Street Capital Corporation,1396440,"AAC Holdings, Inc.",Substance Abuse Treatment Service Provider,Secured Debt,17474000.0,17444000.0,17365000.0,Other
Main Street Capital Corporation,1396440,"AAC Holdings, Inc.",Substance Abuse Treatment Service Provider,Common Stock,,3148000.0,,Other
Main Street Capital Corporation,1396440,"AAC Holdings, Inc.",Substance Abuse Treatment Service Provider,,,21203000.0,17974000.0,Other
Main Street Capital Corporation,1396440,Boccella Precast Products LLC,Manufacturer of Precast Hollow Core Concrete,Secured Debt,320000.0,320000.0,266000.0,Other
Main Street Capital Corporation,1396440,Boccella Precast Products LLC,Manufacturer of Precast Hollow Core Concrete,Member Units,,2256000.0,310000.0,Other
Main Street Capital Corporation,1396440,Boccella Precast Products LLC,Manufacturer of Precast Hollow Core Concrete,,,2576000.0,576000.0,Other
Main Street Capital Corporation,1396440,"Buca C, LLC",Casual Restaurant Group,Secured Debt,6437000.0,5652000.0,,Food & Beverage
Main Street Capital Corporation,1396440,"Buca C, LLC",Casual Restaurant Group,Secured Debt,15000.0,,,Food & Beverage
Main Street Capital Corporation,1396440,"Buca C, LLC",Casual Restaurant Group,Secured Debt,9554000.0,5862000.0,,Food & Beverage
Main Street Capital Corporation,1396440,"Buca C, LLC",Casual Restaurant Group,Preferred Member Units,,4770000.0,,Food & Beverage
Main Street Capital Corporation,1396440,"Buca C, LLC",Casual Restaurant Group,,,16284000.0,,Food & Beverage
Main Street Capital Corporation,1396440,"Career Team Holdings, LLC",Provider of Workforce Training and Career Development Services,Secured Debt,900000.0,887000.0,887000.0,Education
Main Street Capital Corporation,1396440,"Career Team Holdings, LLC",Provider of Workforce Training and Career Development Services,Secured Debt,19440000.0,19364000.0,19364000.0,Education
Main Street Capital Corporation,1396440,"Career Team Holdings, LLC",Provider of Workforce Training and Career Development Services,Common Stock,,4500000.0,4740000.0,Education
Main Street Capital Corporation,1396440,"Career Team Holdings, LLC",Provider of Workforce Training and Career Development Services,,,24751000.0,24991000.0,Education
Main Street Capital Corporation,1396440,"CenterPeak Holdings, LLC",Executive Search Services,Secured Debt,,-12000.0,,Other
Main Street Capital Corporation,1396440,"CenterPeak Holdings, LLC",Executive Search Services,Secured Debt,21507000.0,21418000.0,21507000.0,Other
Main Street Capital Corporation,1396440,"CenterPeak Holdings, LLC",Executive Search Services,Preferred Equity,,3635000.0,14550000.0,Other
Main Street Capital Corporation,1396440,"CenterPeak Holdings, LLC",Executive Search Services,,,25041000.0,36057000.0,Other
Main Street Capital Corporation,1396440,"Classic H&G Holdings, LLC",Provider of Engineered Packaging Solutions,Preferred Member Units,,,2850000.0,Other
Main Street Capital Corporation,1396440,Congruent Credit Opportunities Funds,Investment Partnership,"LP Interests (Congruent Credit Opportunities Fund III, LP)",,2813000.0,2276000.0,Financial Services
Main Street Capital Corporation,1396440,"ITA Holdings Group, LLC",Air Ambulance Services,Secured Debt,1180000.0,1169000.0,1180000.0,Other
Main Street Capital Corporation,1396440,"ITA Holdings Group, LLC",Air Ambulance Services,Secured Debt,994000.0,981000.0,994000.0,Other
Main Street Capital Corporation,1396440,"ITA Holdings Group, LLC",Air Ambulance Services,Secured Debt,4438000.0,3772000.0,4438000.0,Other
Main Street Capital Corporation,1396440,"ITA Holdings Group, LLC",Air Ambulance Services,Secured Debt,4438000.0,3772000.0,4438000.0,Other
Main Street Capital Corporation,1396440,"ITA Holdings Group, LLC",Air Ambulance Services,Warrants,,2091000.0,5690000.0,Other
Main Street Capital Corporation,1396440,"ITA Holdings Group, LLC",Air Ambulance Services,,,11785000.0,16740000.0,Other
Main Street Capital Corporation,1396440,"Mills Fleet Farm Group, LLC","Omnichannel Retailer of Work, Farm and Lifestyle Merchandise",Common Equity,,13840000.0,13840000.0,Retail
Main Street Capital Corporation,1396440,"Mills Fleet Farm Group, LLC","Omnichannel Retailer of Work, Farm and Lifestyle Merchandise",,,13840000.0,13840000.0,Retail
Main Street Capital Corporation,1396440,"MoneyThumb Acquisition, LLC",Provider of Software-as-a-Service Financial File Conversion and Reconciliation,Secured Debt,9600000.0,8967000.0,8967000.0,Software/Technology
Main Street Capital Corporation,1396440,"MoneyThumb Acquisition, LLC",Provider of Software-as-a-Service Financial File Conversion and Reconciliation,Preferred Member Units,,1707000.0,1707000.0,Software/Technology
Main Street Capital Corporation,1396440,"MoneyThumb Acquisition, LLC",Provider of Software-as-a-Service Financial File Conversion and Reconciliation,Warrants,,594000.0,594000.0,Software/Technology
Main Street Capital Corporation,1396440,"MoneyThumb Acquisition, LLC",Provider of Software-as-a-Service Financial File Conversion and Reconciliation,,,11268000.0,11268000.0,Software/Technology
Main Street Capital Corporation,1396440,"Nebraska Vet AcquireCo, LLC",Mixed-Animal Veterinary and Animal Health Product Provider,Secured Debt,,-7000.0,,Healthcare Services
Main Street Capital Corporation,1396440,"Nebraska Vet AcquireCo, LLC",Mixed-Animal Veterinary and Animal Health Product Provider,Secured Debt,4650000.0,4479000.0,4650000.0,Healthcare Services
Main Street Capital Corporation,1396440,"Nebraska Vet AcquireCo, LLC",Mixed-Animal Veterinary and Animal Health Product Provider,Secured Debt,62200000.0,62085000.0,62200000.0,Healthcare Services
Main Street Capital Corporation,1396440,"Nebraska Vet AcquireCo, LLC",Mixed-Animal Veterinary and Animal Health Product Provider,Preferred Member Units,,6987000.0,32040000.0,Healthcare Services
Main Street Capital Corporation,1396440,"Nebraska Vet AcquireCo, LLC",Mixed-Animal Veterinary and Animal Health Product Provider,,,73544000.0,98890000.0,Healthcare Services
Main Street Capital Corporation,1396440,"Oneliance, LLC",Construction Cleaning Company,Preferred Stock,,1128000.0,2580000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,RA Outdoors LLC,Software Solutions Provider for Outdoor Activity Management,Secured Debt,1356000.0,1352000.0,1257000.0,Software/Technology
Main Street Capital Corporation,1396440,RA Outdoors LLC,Software Solutions Provider for Outdoor Activity Management,Secured Debt,14194000.0,14145000.0,13155000.0,Software/Technology
Main Street Capital Corporation,1396440,RA Outdoors LLC,Software Solutions Provider for Outdoor Activity Management,,,15497000.0,14412000.0,Software/Technology
Main Street Capital Corporation,1396440,"SI East, LLC",Rigid Industrial Packaging Manufacturing,Secured Debt,2250000.0,2236000.0,2250000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"SI East, LLC",Rigid Industrial Packaging Manufacturing,Secured Debt,67661000.0,67611000.0,67661000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"SI East, LLC",Rigid Industrial Packaging Manufacturing,Preferred Member Units,,1525000.0,13660000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"SI East, LLC",Rigid Industrial Packaging Manufacturing,,,71372000.0,83571000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"Slick Innovations, LLC",Text Message Marketing Platform,Secured Debt,16320000.0,16181000.0,16320000.0,Software/Technology
Main Street Capital Corporation,1396440,"Slick Innovations, LLC",Text Message Marketing Platform,Common Stock,,,2440000.0,Software/Technology
Main Street Capital Corporation,1396440,"Slick Innovations, LLC",Text Message Marketing Platform,,,16181000.0,18760000.0,Software/Technology
Main Street Capital Corporation,1396440,"Student Resource Center, LLC",Higher Education Services,Secured Debt,204000.0,204000.0,204000.0,Education
Main Street Capital Corporation,1396440,"Student Resource Center, LLC",Higher Education Services,Secured Debt,5327000.0,4884000.0,1644000.0,Education
Main Street Capital Corporation,1396440,"Student Resource Center, LLC",Higher Education Services,,,5088000.0,1848000.0,Education
Main Street Capital Corporation,1396440,Superior Rigging & Erecting Co.,"Provider of Steel Erecting, Crane Rental & Rigging Services",Preferred Member Units,,4500000.0,10530000.0,Other
Main Street Capital Corporation,1396440,AMEREQUIP LLC,"Full Services Provider Including Design, Engineering and Manufacturing of Commercial and Agricultural Equipment",Common Stock,,1844000.0,570000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"American Health Staffing Group, Inc.",Healthcare Temporary Staffing,Secured Debt,,-5000.0,-5000.0,Healthcare Services
Main Street Capital Corporation,1396440,"American Health Staffing Group, Inc.",Healthcare Temporary Staffing,Secured Debt,6162000.0,6138000.0,6162000.0,Healthcare Services
Main Street Capital Corporation,1396440,"American Health Staffing Group, Inc.",Healthcare Temporary Staffing,,,6133000.0,6157000.0,Healthcare Services
Main Street Capital Corporation,1396440,"American Nuts, LLC","Roaster, Mixer and Packager of Bulk Nuts and Seeds",Secured Debt,7517000.0,7488000.0,5985000.0,Other
Main Street Capital Corporation,1396440,"American Nuts, LLC","Roaster, Mixer and Packager of Bulk Nuts and Seeds",Secured Debt,12230000.0,12178000.0,9738000.0,Other
Main Street Capital Corporation,1396440,"American Nuts, LLC","Roaster, Mixer and Packager of Bulk Nuts and Seeds",Secured Debt,5705000.0,5645000.0,3502000.0,Other
Main Street Capital Corporation,1396440,"American Nuts, LLC","Roaster, Mixer and Packager of Bulk Nuts and Seeds",Secured Debt,9283000.0,9169000.0,5697000.0,Other
Main Street Capital Corporation,1396440,"American Nuts, LLC","Roaster, Mixer and Packager of Bulk Nuts and Seeds",,,34480000.0,24922000.0,Other
Main Street Capital Corporation,1396440,"American Teleconferencing Services, Ltd.",Provider of Audio Conferencing and Video Collaboration Solutions,Secured Debt,3166000.0,2989000.0,76000.0,Other
Main Street Capital Corporation,1396440,"American Teleconferencing Services, Ltd.",Provider of Audio Conferencing and Video Collaboration Solutions,Secured Debt,15489000.0,13757000.0,374000.0,Other
Main Street Capital Corporation,1396440,"American Teleconferencing Services, Ltd.",Provider of Audio Conferencing and Video Collaboration Solutions,,,16746000.0,450000.0,Other
Main Street Capital Corporation,1396440,"Ansira Partners II, LLC",Provider of Data-Driven Marketing Services,Secured Debt,,-187000.0,-187000.0,Business Services
Main Street Capital Corporation,1396440,"Ansira Partners II, LLC",Provider of Data-Driven Marketing Services,Secured Debt,75490000.0,73790000.0,74279000.0,Business Services
Main Street Capital Corporation,1396440,"Ansira Partners II, LLC",Provider of Data-Driven Marketing Services,,,73603000.0,74092000.0,Business Services
Main Street Capital Corporation,1396440,"ArborWorks, LLC",Vegetation Management Services,Secured Debt,1997000.0,1997000.0,1997000.0,Other
Main Street Capital Corporation,1396440,"ArborWorks, LLC",Vegetation Management Services,Secured Debt,8054000.0,8054000.0,8054000.0,Other
Main Street Capital Corporation,1396440,"ArborWorks, LLC",Vegetation Management Services,Preferred Equity,,14060000.0,12552000.0,Other
Main Street Capital Corporation,1396440,"ArborWorks, LLC",Vegetation Management Services,Common Equity,,234000.0,,Other
Main Street Capital Corporation,1396440,"ArborWorks, LLC",Vegetation Management Services,,,24345000.0,22603000.0,Other
Main Street Capital Corporation,1396440,"Archer Systems, LLC",Mass Tort Settlement Administration Solutions Provider,Common Stock,,1388000.0,2450000.0,Other
Main Street Capital Corporation,1396440,"ATS Operating, LLC",For-Profit Thrift Retailer,Secured Debt,360000.0,360000.0,360000.0,Retail
Main Street Capital Corporation,1396440,BP Loenbro Holdings Inc.,Specialty Industrial Maintenance Services,Secured Debt,1199000.0,1154000.0,1199000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,BP Loenbro Holdings Inc.,Specialty Industrial Maintenance Services,Secured Debt,,-22000.0,-22000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,BP Loenbro Holdings Inc.,Specialty Industrial Maintenance Services,Secured Debt,26173000.0,25739000.0,26173000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,BP Loenbro Holdings Inc.,Specialty Industrial Maintenance Services,Common Equity,,2333000.0,3620000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,BP Loenbro Holdings Inc.,Specialty Industrial Maintenance Services,,,29204000.0,30970000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"Brainworks Software, LLC",Advertising Sales and Newspaper Circulation Software,Secured Debt,761000.0,761000.0,761000.0,Software/Technology
Main Street Capital Corporation,1396440,"Brainworks Software, LLC",Advertising Sales and Newspaper Circulation Software,Secured Debt,7056000.0,7056000.0,750000.0,Software/Technology
Main Street Capital Corporation,1396440,"Brainworks Software, LLC",Advertising Sales and Newspaper Circulation Software,,,7817000.0,1511000.0,Software/Technology
Main Street Capital Corporation,1396440,"Brainworks Software, LLC",Advertising Sales and Newspaper Circulation Software,"LP Interests (Brightwood Capital Fund III, LP)",,5415000.0,3120000.0,Software/Technology
Main Street Capital Corporation,1396440,"Brainworks Software, LLC",Advertising Sales and Newspaper Circulation Software,"LP Interests (Brightwood Capital Fund IV, LP)",,4014000.0,4016000.0,Software/Technology
Main Street Capital Corporation,1396440,"Brainworks Software, LLC",Advertising Sales and Newspaper Circulation Software,"LP Interests (Brightwood Capital Fund V, LP)",,3500000.0,3809000.0,Software/Technology
Main Street Capital Corporation,1396440,"Brainworks Software, LLC",Advertising Sales and Newspaper Circulation Software,,,12929000.0,10945000.0,Software/Technology
Main Street Capital Corporation,1396440,"Burning Glass Intermediate Holding Company, Inc.",Provider of Skills-Based Labor Market Analytics,Secured Debt,,-11000.0,,Business Services
Main Street Capital Corporation,1396440,"Burning Glass Intermediate Holding Company, Inc.",Provider of Skills-Based Labor Market Analytics,Secured Debt,17915000.0,17755000.0,17915000.0,Business Services
Main Street Capital Corporation,1396440,"Burning Glass Intermediate Holding Company, Inc.",Provider of Skills-Based Labor Market Analytics,,,17744000.0,17915000.0,Business Services
Main Street Capital Corporation,1396440,CAI Software LLC,Provider of Specialized Enterprise Resource Planning Software,Preferred Equity,,2142000.0,2417000.0,Software/Technology
Main Street Capital Corporation,1396440,CAI Software LLC,Provider of Specialized Enterprise Resource Planning Software,,,2142000.0,2417000.0,Software/Technology
Main Street Capital Corporation,1396440,"CaseWorthy, Inc.",SaaS Provider of Case Management Solutions,Common Equity,,246000.0,490000.0,Software/Technology
Main Street Capital Corporation,1396440,"Channel Partners Intermediateco, LLC",Outsourced Consumer Services Provider,Secured Debt,5075000.0,4960000.0,4830000.0,Other
Main Street Capital Corporation,1396440,"Channel Partners Intermediateco, LLC",Outsourced Consumer Services Provider,Secured Debt,36167000.0,35856000.0,34431000.0,Other
Main Street Capital Corporation,1396440,"Channel Partners Intermediateco, LLC",Outsourced Consumer Services Provider,Secured Debt,2004000.0,1987000.0,1908000.0,Other
Main Street Capital Corporation,1396440,"Clarius BIGS, LLC",Prints & Advertising Film Financing,Secured Debt,2649000.0,2649000.0,19000.0,Business Services
Main Street Capital Corporation,1396440,"Computer Data Source, LLC",Third Party Maintenance Provider to the Data Center Ecosystem,Secured Debt,7837000.0,7754000.0,7341000.0,Other
Main Street Capital Corporation,1396440,"Computer Data Source, LLC",Third Party Maintenance Provider to the Data Center Ecosystem,Secured Debt,,-113000.0,-113000.0,Other
Main Street Capital Corporation,1396440,"Computer Data Source, LLC",Third Party Maintenance Provider to the Data Center Ecosystem,Secured Debt,18968000.0,18850000.0,17769000.0,Other
Main Street Capital Corporation,1396440,"Computer Data Source, LLC",Third Party Maintenance Provider to the Data Center Ecosystem,,,26491000.0,24997000.0,Other
Main Street Capital Corporation,1396440,Coregistics Buyer LLC,Contract Packaging Service Provider,Secured Debt,1669000.0,1590000.0,1639000.0,Other
Main Street Capital Corporation,1396440,Coregistics Buyer LLC,Contract Packaging Service Provider,Secured Debt,10704000.0,10474000.0,10507000.0,Other
Main Street Capital Corporation,1396440,Coregistics Buyer LLC,Contract Packaging Service Provider,Secured Debt,7118000.0,6987000.0,6987000.0,Other
Main Street Capital Corporation,1396440,Coregistics Buyer LLC,Contract Packaging Service Provider,Secured Debt,32031000.0,31313000.0,30165000.0,Other
Main Street Capital Corporation,1396440,Coregistics Buyer LLC,Contract Packaging Service Provider,,,50364000.0,49298000.0,Other
Main Street Capital Corporation,1396440,"CQ Fluency, LLC",Global Language Services Provider,Secured Debt,,-47000.0,-47000.0,Other
Main Street Capital Corporation,1396440,"CQ Fluency, LLC",Global Language Services Provider,Secured Debt,,-47000.0,-47000.0,Other
Main Street Capital Corporation,1396440,"CQ Fluency, LLC",Global Language Services Provider,Secured Debt,10828000.0,10600000.0,10754000.0,Other
Main Street Capital Corporation,1396440,"CQ Fluency, LLC",Global Language Services Provider,,,10506000.0,10660000.0,Other
Main Street Capital Corporation,1396440,Creative Foam Corporation,"Manufacturer of Custom Engineered Die Cut, Formed Foam, Nonwoven, and Multi-material Component Solutions for the Automotive and Healthcare Markets",Secured Debt,,-272000.0,-272000.0,Healthcare Services
Main Street Capital Corporation,1396440,Creative Foam Corporation,"Manufacturer of Custom Engineered Die Cut, Formed Foam, Nonwoven, and Multi-material Component Solutions for the Automotive and Healthcare Markets",Secured Debt,106280000.0,104348000.0,105229000.0,Healthcare Services
Main Street Capital Corporation,1396440,Creative Foam Corporation,"Manufacturer of Custom Engineered Die Cut, Formed Foam, Nonwoven, and Multi-material Component Solutions for the Automotive and Healthcare Markets",,,104076000.0,104957000.0,Healthcare Services
Main Street Capital Corporation,1396440,Dalton US Inc.,Provider of Supplemental Labor Services,Common Stock,,720000.0,690000.0,Other
Main Street Capital Corporation,1396440,"DTE Enterprises, LLC",Industrial Powertrain Repair and Services,Class AA Preferred Member Units (non-voting),,1316000.0,438000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"DTE Enterprises, LLC",Industrial Powertrain Repair and Services,Class A Preferred Member Units,,776000.0,,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"DTE Enterprises, LLC",Industrial Powertrain Repair and Services,,,2092000.0,438000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"Event Holdco, LLC",Event and Learning Management Software for Healthcare Organizations and Systems,Secured Debt,3692000.0,3678000.0,3692000.0,Software/Technology
Main Street Capital Corporation,1396440,"Event Holdco, LLC",Event and Learning Management Software for Healthcare Organizations and Systems,Secured Debt,47633000.0,47457000.0,47633000.0,Software/Technology
Main Street Capital Corporation,1396440,"Event Holdco, LLC",Event and Learning Management Software for Healthcare Organizations and Systems,,,51135000.0,51325000.0,Software/Technology
Main Street Capital Corporation,1396440,"Fuse, LLC",Cable Networks Operator,Secured Debt,1810000.0,1810000.0,932000.0,Telecommunications
Main Street Capital Corporation,1396440,"Fuse, LLC",Cable Networks Operator,Common Stock,,256000.0,,Telecommunications
Main Street Capital Corporation,1396440,"Fuse, LLC",Cable Networks Operator,,,2066000.0,932000.0,Telecommunications
Main Street Capital Corporation,1396440,"Garyline, LLC",Manufacturer of Consumer Plastic Products,Secured Debt,8118000.0,7915000.0,8118000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"Garyline, LLC",Manufacturer of Consumer Plastic Products,Secured Debt,32146000.0,31401000.0,32146000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"Garyline, LLC",Manufacturer of Consumer Plastic Products,Common Equity,,706000.0,500000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"Garyline, LLC",Manufacturer of Consumer Plastic Products,,,40022000.0,40764000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,GradeEight Corp.,Distributor of Maintenance and Repair Parts,Secured Debt,,-95000.0,-95000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,GradeEight Corp.,Distributor of Maintenance and Repair Parts,Secured Debt,,-48000.0,-48000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,GradeEight Corp.,Distributor of Maintenance and Repair Parts,Secured Debt,31603000.0,31002000.0,31002000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,GradeEight Corp.,Distributor of Maintenance and Repair Parts,Common Equity,,1365000.0,1365000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,GradeEight Corp.,Distributor of Maintenance and Repair Parts,,,32224000.0,32224000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"GS HVAM Intermediate, LLC",Specialized Food Distributor,Secured Debt,1864000.0,1853000.0,1864000.0,Food & Beverage
Main Street Capital Corporation,1396440,"GS HVAM Intermediate, LLC",Specialized Food Distributor,Secured Debt,10509000.0,10460000.0,10509000.0,Food & Beverage
Main Street Capital Corporation,1396440,"GS HVAM Intermediate, LLC",Specialized Food Distributor,Secured Debt,942000.0,939000.0,942000.0,Food & Beverage
Main Street Capital Corporation,1396440,"GS HVAM Intermediate, LLC",Specialized Food Distributor,Secured Debt,225000.0,223000.0,225000.0,Food & Beverage
Main Street Capital Corporation,1396440,"GS HVAM Intermediate, LLC",Specialized Food Distributor,Secured Debt,6076000.0,6040000.0,6076000.0,Food & Beverage
Main Street Capital Corporation,1396440,"GS HVAM Intermediate, LLC",Specialized Food Distributor,,,19515000.0,19616000.0,Food & Beverage
Main Street Capital Corporation,1396440,"GULF PACIFIC ACQUISITION, LLC",Rice Processor and Merchandiser,Secured Debt,707000.0,694000.0,662000.0,Other
Main Street Capital Corporation,1396440,"GULF PACIFIC ACQUISITION, LLC",Rice Processor and Merchandiser,Secured Debt,298000.0,286000.0,279000.0,Other
Main Street Capital Corporation,1396440,"GULF PACIFIC ACQUISITION, LLC",Rice Processor and Merchandiser,Secured Debt,3578000.0,3533000.0,3350000.0,Other
Main Street Capital Corporation,1396440,"GULF PACIFIC ACQUISITION, LLC",Rice Processor and Merchandiser,,,4513000.0,4291000.0,Other
Main Street Capital Corporation,1396440,HDC/HW Intermediate Holdings,Managed Services and Hosting Provider,Secured Debt,2423000.0,2327000.0,2327000.0,Other
Main Street Capital Corporation,1396440,HDC/HW Intermediate Holdings,Managed Services and Hosting Provider,Secured Debt,1626000.0,713000.0,418000.0,Other
Main Street Capital Corporation,1396440,"LL Management, Inc.",Medical Transportation Service Provider,Secured Debt,1156000.0,1156000.0,1156000.0,Healthcare Services
Main Street Capital Corporation,1396440,"LL Management, Inc.",Medical Transportation Service Provider,Secured Debt,8575000.0,8513000.0,8575000.0,Healthcare Services
Main Street Capital Corporation,1396440,"LL Management, Inc.",Medical Transportation Service Provider,Secured Debt,5485000.0,5444000.0,5485000.0,Healthcare Services
Main Street Capital Corporation,1396440,"LL Management, Inc.",Medical Transportation Service Provider,Secured Debt,2878000.0,2857000.0,2878000.0,Healthcare Services
Main Street Capital Corporation,1396440,"LL Management, Inc.",Medical Transportation Service Provider,Secured Debt,1118000.0,1110000.0,1118000.0,Healthcare Services
Main Street Capital Corporation,1396440,"LL Management, Inc.",Medical Transportation Service Provider,Secured Debt,11326000.0,11242000.0,11326000.0,Healthcare Services
Main Street Capital Corporation,1396440,"LL Management, Inc.",Medical Transportation Service Provider,,,30322000.0,30538000.0,Healthcare Services
Main Street Capital Corporation,1396440,"LLFlex, LLC",Provider of Metal-Based Laminates,Secured Debt,4133000.0,4083000.0,3316000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"Logix Acquisition Company, LLC",Competitive Local Exchange Carrier,Secured Debt,24809000.0,24809000.0,19739000.0,Other
Main Street Capital Corporation,1396440,"Logix Acquisition Company, LLC",Competitive Local Exchange Carrier,Member Units,,125000.0,25000.0,Other
Main Street Capital Corporation,1396440,"Mako Steel, LP",Self-Storage Design & Construction,Secured Debt,,-15000.0,,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"Mako Steel, LP",Self-Storage Design & Construction,Secured Debt,18973000.0,18822000.0,18973000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"Mako Steel, LP",Self-Storage Design & Construction,,,18807000.0,18973000.0,Industrial/Manufacturing
Main Street Capital Corporation,1396440,"Microbe Formulas, LLC",Nutritional Supplements Provider,Secured Debt,,-39000.0,-39000.0,Food & Beverage
Main Street Capital Corporation,1396440,"Microbe Formulas, LLC",Nutritional Supplements Provider,Secured Debt,11135000.0,10985000.0,11135000.0,Food & Beverage
Main Street Capital Corporation,1396440,"Microbe Formulas, LLC",Nutritional Supplements Provider,Secured Debt,19828000.0,19606000.0,19828000.0,Food & Beverage
Main Street Capital Corporation,1396440,"Microbe Formulas, LLC",Nutritional Supplements Provider,,,30552000.0,30924000.0,Food & Beverage
Main Street Capital Corporation,1396440,"Mini Melts of America, LLC",Manufacturer and Distributor of Branded Premium Beaded Ice Cream,Secured Debt,575000.0,541000.0,575000.0,Other
Main Street Capital Corporation,1396440,"Mini Melts of America, LLC",Manufacturer and Distributor of Branded Premium Beaded Ice Cream,Secured Debt,1315000.0,1288000.0,1315000.0,Other
Main Street Capital Corporation,1396440,"Mini Melts of America, LLC",Manufacturer and Distributor of Branded Premium Beaded Ice Cream,Secured Debt,4904000.0,4811000.0,4904000.0,Other
Main Street Capital Corporation,1396440,"Mini Melts of America, LLC",Manufacturer and Distributor of Branded Premium Beaded Ice Cream,Secured Debt,4904000.0,4807000.0,4904000.0,Other
Main Street Capital Corporation,1396440,"Mini Melts of America, LLC",Manufacturer and Distributor of Branded Premium Beaded Ice Cream,Common Equity,,516000.0,430000.0,Other
Main Street Capital Corporation,1396440,"Mini Melts of America, LLC",Manufacturer and Distributor of Branded Premium Beaded Ice Cream,,,11963000.0,12128000.0,Other
Main Street Capital Corporation,1396440,"Team Public Choices, LLC",Home-Based Care Employment Service Provider,Secured Debt,14683000.0,14522000.0,14781000.0,Other
Main Street Capital Corporation,1396440,"TEC Services, LLC",Provider of Janitorial Service for Food Retailers,Secured Debt,,-125000.0,-125000.0,Food & Beverage
Main Street Capital Corporation,1396440,"TEC Services, LLC",Provider of Janitorial Service for Food Retailers,Secured Debt,,-94000.0,-94000.0,Food & Beverage
Main Street Capital Corporation,1396440,"TEC Services, LLC",Provider of Janitorial Service for Food Retailers,Secured Debt,42333000.0,41709000.0,41709000.0,Food & Beverage
Main Street Capital Corporation,1396440,"TEC Services, LLC",Provider of Janitorial Service for Food Retailers,,,41490000.0,41490000.0,Food & Beverage
Main Street Capital Corporation,1396440,"Tectonic Financial, LLC",Financial Services Organization,Common Stock,,2000000.0,4720000.0,Financial Services
Main Street Capital Corporation,1396440,"Tex Tech Tennis, LLC",Sporting Goods & Textiles,Preferred Equity,,1000000.0,2290000.0,Other
