bdc_name,bdc_cik,company_name,holder_count,is_shared,other_holders,industry_sector,business_description,position_count,investment_type,fair_value_millions,principal_millions,cost_millions,total_exposure_across_bdcs,fair_value,principal,cost,has_business_desc,industry_classified
Main Street Capital Corporation,1396440,"Pinnacle TopCo, LLC",1,False,,Other,"Manufacturer and Distributor of Garbage Can Liners, Poly Bags, Produce Bags, and Other Similar Products",8,"Secured Debt, Preferred Equity",180.65,59.74,168.53,180.646,180646000.0,59740000.0,168530000.0,True,False
Main Street Capital Corporation,1396440,"Principle Environmental, LLC",1,False,,Other,Noise Abatement Service Provider,6,"Secured Debt, Preferred Member Units, Common Stock",52.7,10.79,35.08,52.701,52701000.0,10794000.0,35078000.0,True,False
Main Street Capital Corporation,1396440,"Quality Lease Service, LLC",1,False,,Hospitality,Provider of Rigsite Accommodation Unit Rentals and Related Services,2,Member Units,0.92,0.0,15.09,0.92,920000.0,0.0,15092000.0,True,True
Main Street Capital Corporation,1396440,RA Outdoors LLC,1,False,,Software/Technology,Software Solutions Provider for Outdoor Activity Management,3,Secured Debt,28.82,15.55,30.99,28.824,28824000.0,15550000.0,30994000.0,True,True
Main Street Capital Corporation,1396440,"River Aggregates, LLC",1,False,,Industrial/Manufacturing,Processor of Construction Aggregates,2,Member Units,13.24,0.0,0.74,13.24,13240000.0,0.0,738000.0,True,True
Main Street Capital Corporation,1396440,"Robbins Bros. Jewelry, Inc.",1,False,,Retail,Bridal Jewelry Retailer,8,"Secured Debt, Preferred Equity",90.59,67.77,177.22,90.59,90590000.0,67770000.0,177216000.0,True,True
Main Street Capital Corporation,1396440,"Rocaceia, LLC (Quality Lease and Rental Holdings, LLC)",1,False,,Hospitality,Provider of Rigsite Accommodation Unit Rentals and Related Services,1,Preferred Member Units,0.0,0.0,2.5,0.0,0.0,0.0,2500000.0,True,True
Main Street Capital Corporation,1396440,"SI East, LLC",1,False,,Industrial/Manufacturing,Rigid Industrial Packaging Manufacturing,8,"Secured Debt, Preferred Member Units",316.8,125.57,256.6,316.804,316804000.0,125572000.0,256600000.0,True,True
Main Street Capital Corporation,1396440,"Slick Innovations, LLC",1,False,,Software/Technology,Text Message Marketing Platform,6,"Secured Debt, Common Stock",65.02,27.76,55.96,65.02,65020000.0,27760000.0,55964000.0,True,True
Main Street Capital Corporation,1396440,"Student Resource Center, LLC",1,False,,Education,Higher Education Services,5,Secured Debt,10.08,10.86,19.94,10.076,10076000.0,10858000.0,19944000.0,True,True
Main Street Capital Corporation,1396440,Superior Rigging & Erecting Co.,1,False,,Other,"Provider of Steel Erecting, Crane Rental & Rigging Services",4,"Preferred Member Units, Secured Debt",63.26,20.5,54.35,63.264,63264000.0,20500000.0,54354000.0,True,False
Main Street Capital Corporation,1396440,"TEC Services, LLC",1,False,,Food & Beverage,Provider of Janitorial Service for Food Retailers,4,Secured Debt,82.98,42.33,82.98,82.98,82980000.0,42333000.0,82980000.0,True,True
Main Street Capital Corporation,1396440,"Team Public Choices, LLC",1,False,,Other,Home-Based Care Employment Service Provider,1,Secured Debt,14.78,14.68,14.52,14.781,14781000.0,14683000.0,14522000.0,True,False
Main Street Capital Corporation,1396440,"Tectonic Financial, LLC",1,False,,Financial Services,Financial Services Organization,1,Common Stock,4.72,0.0,2.0,4.72,4720000.0,0.0,2000000.0,True,True
Main Street Capital Corporation,1396440,"Tedder Industries, LLC",1,False,,Consumer Products,Manufacturer of Firearm Holsters and Accessories,12,"Secured Debt, Preferred Member Units",42.47,34.08,109.69,42.474,42474000.0,34080000.0,109692000.0,True,True
Main Street Capital Corporation,1396440,"Televerde, LLC",1,False,,Other,Provider of Telemarketing and Data Services,6,"Preferred Stock, Member Units",25.15,0.0,8.03,25.148,25148000.0,0.0,8032000.0,True,False
Main Street Capital Corporation,1396440,"Tex Tech Tennis, LLC",1,False,,Other,Sporting Goods & Textiles,1,Preferred Equity,2.29,0.0,1.0,2.29,2290000.0,0.0,1000000.0,True,False
Main Street Capital Corporation,1396440,"The Affiliati Network, LLC",1,False,,Other,Performance Marketing Solutions,4,"Secured Debt, Preferred Stock",14.07,7.68,14.2,14.069,14069000.0,7681000.0,14197000.0,True,False
Main Street Capital Corporation,1396440,Titan Meter Midco Corp.,1,False,,Energy & Utilities,Value Added Distributor of a Variety of Metering and Measurement Products and Solutions to the Energy Industry,4,"Secured Debt, Preferred Equity",70.44,33.93,68.1,70.444,70444000.0,33927000.0,68102000.0,True,True
Main Street Capital Corporation,1396440,"Trantech Radiator Topco, LLC",1,False,,Other,Transformer Cooling Products and Services,8,"Secured Debt, Common Stock",74.17,15.84,50.15,74.168,74168000.0,15840000.0,50148000.0,True,False
Main Street Capital Corporation,1396440,U.S. TelePacific Corp.,1,False,,Telecommunications,Provider of Communications and Managed Services,3,Secured Debt,7.82,10.83,6.55,7.82,7820000.0,10828000.0,6554000.0,True,True
Main Street Capital Corporation,1396440,"UPS Intermediate, LLC",1,False,,Industrial/Manufacturing,"Provider of Maintenance, Repair, and Overhaul Services for Industrial Equipment Serving the Refining, Chemical, Midstream, Renewables, Power, and Utilities End Markets",3,"Secured Debt, Common Equity",88.69,43.34,88.0,88.694,88694000.0,43339000.0,88002000.0,True,True
Main Street Capital Corporation,1396440,"UserZoom Technologies, Inc.",2,True,Ares Capital Corporation,Software/Technology,Provider of User Experience Research Automation Software,1,Secured Debt,4.0,4.0,3.92,9.8,4000000.0,4000000.0,3918000.0,True,True
Main Street Capital Corporation,1396440,"VORTEQ Coil Finishers, LLC",1,False,,Other,Specialty Coating of Aluminum and Light-Gauge Steel,1,Common Equity,2.64,0.0,1.04,2.64,2640000.0,0.0,1038000.0,True,False
Main Street Capital Corporation,1396440,VVS Holdco LLC,1,False,,Retail,Omnichannel Retailer of Animal Health Products,3,"Secured Debt, Preferred Equity",75.8,25.76,75.8,75.802,75802000.0,25760000.0,75802000.0,True,True
Main Street Capital Corporation,1396440,"Victory Energy Operations, LLC",1,False,,Industrial/Manufacturing,Provider of Industrial and Commercial Combustion Systems,4,"Secured Debt, Preferred Equity",140.89,48.25,140.89,140.89,140890000.0,48251000.0,140890000.0,True,True
Main Street Capital Corporation,1396440,"Vision Interests, Inc.",1,False,,Other,Manufacturer / Installer of Commercial Signage,1,Series A Preferred Stock,3.0,0.0,3.0,3.0,3000000.0,0.0,3000000.0,True,False
Main Street Capital Corporation,1396440,"Vistar Media, Inc.",1,False,,Software/Technology,Operator of Digital Out-of-Home Advertising Platform,1,Preferred Stock,4.68,0.0,0.77,4.676,4676000.0,0.0,767000.0,True,True
Main Street Capital Corporation,1396440,Vitesse Systems,1,False,,Software/Technology,Component Manufacturing and Machining Platform,3,Secured Debt,95.74,47.87,93.84,95.74,95740000.0,47870000.0,93836000.0,True,True
Main Street Capital Corporation,1396440,"Volusion, LLC",1,False,,Software/Technology,Provider of Online Software-as-a-Service eCommerce Solutions,5,"Secured Debt, Preferred Member Units, Common Stock",18.21,2.1,45.31,18.206,18206000.0,2100000.0,45308000.0,True,True
Main Street Capital Corporation,1396440,"Wall Street Prep, Inc.",1,False,,Financial Services,Financial Training Services,4,"Secured Debt, Common Stock",5.93,1.76,4.29,5.934,5934000.0,1759000.0,4292000.0,True,True
Main Street Capital Corporation,1396440,"Watterson Brands, LLC",1,False,,Other,Facility Management Services,5,Secured Debt,59.84,31.7,62.98,59.836,59836000.0,31703000.0,62980000.0,True,False
Main Street Capital Corporation,1396440,"West Star Aviation Acquisition, LLC",1,False,,Industrial/Manufacturing,"Aircraft, Aircraft Engine and Engine Parts",5,"Secured Debt, Common Stock",46.2,18.18,38.97,46.202,46202000.0,18181000.0,38966000.0,True,True
Main Street Capital Corporation,1396440,Winter Services LLC,1,False,,Other,Provider of Snow Removal and Ice Management Services,3,Secured Debt,10.99,11.31,11.15,10.994,10994000.0,11314000.0,11148000.0,True,False
Main Street Capital Corporation,1396440,"Ziegler’s NYPD, LLC",1,False,,Food & Beverage,Casual Restaurant Group,4,"Secured Debt, Preferred Member Units, Warrants",4.14,1.75,11.01,4.14,4140000.0,1750000.0,11008000.0,True,True
New Mountain Finance Corporation,1496099,Business Products,1,False,,Unknown,,1,First lien (3)(13)(16) - Undrawn,0.0,4289.0,-43.0,0.0,0.0,4289000000.0,-43000000.0,False,False
New Mountain Finance Corporation,1496099,Business Services,1,False,,Unknown,,123,"First lien (3)(11)(13), First lien (3)(13)(16) - Drawn, Subordinated (3)(13), First lien (2)(12)(13), First lien (5)(13), Second lien (3)(11), First lien (4)(16) - Drawn, First lien (3)(11)(13)(16) - Drawn, First lien (3)(13)(16) - Undrawn, First lien (2)(12)(13)(16) - Undrawn, First lien (5)(13)(16) - Undrawn, First lien (3)(13), Ordinary shares (3)(13), Second lien (3)(13), Preferred shares (3)(13), Preferred shares (2)(13), Ordinary shares (2)(13), Warrants (3)(13), First lien (2)(15), First lien (8)(15), Subordinated (3)(15), First lien (3)(15)(18) - Drawn, First lien (3)(15), Second lien (2)(15), Second lien (8)(15), Second lien (3)(15), First lien (5)(15), First lien (5)(15)(18) - Drawn, First lien (2)(15)(18) - Drawn",1112.56,101540.79,1241.55,1112.562,1112562000.0,101540789000.0,1241548000.0,False,False
New Mountain Finance Corporation,1496099,Consumer Products,1,False,,Unknown,,10,"First lien (3)(11)(13), First lien (3)(13)(16) - Undrawn, First lien (8)(15), First lien (3)(15)(18) - Drawn",76.62,42.45,82.71,76.619,76619000.0,42448000.0,82709000.0,False,False
New Mountain Finance Corporation,1496099,Consumer Services,1,False,,Unknown,,34,"First lien (3)(11)(13), First lien (4)(13), Subordinated (3)(11)(13), Subordinated (4)(13), First lien (2)(12)(13), First lien (5)(13), Ordinary shares (5)(13), First lien (3)(13)(16) - Undrawn, First lien (2), First lien (2)(15), First lien (3)(15)(18) - Drawn, First lien (5)(15), First lien (4)(15)",381.25,266.28,380.85,381.249,381249000.0,266282000.0,380853000.0,False,False
New Mountain Finance Corporation,1496099,Distribution & Logistics,1,False,,Unknown,,18,"First lien (2)(13), First lien (3)(11)(13), Subordinated (2)(13), Subordinated (3)(13), First lien (5)(13), Ordinary shares (2)(13), Ordinary shares (3)(13), First lien (3)(13)(16) - Undrawn, First lien (2)(15), First lien (8)(15), First lien (2), First lien (8)",110.22,314.94,139.57,110.221,110221000.0,314937000.0,139574000.0,False,False
New Mountain Finance Corporation,1496099,Education,1,False,,Unknown,,23,"First lien (2)(12)(13), First lien (3)(11)(13), First lien (2)(13), First lien (3)(13), Subordinated (3)(13), First lien (3)(11), Preferred shares (7)(13), Ordinary shares (3)(13), Preferred shares (3)(11), First lien (3)(13)(16) - Undrawn, Preferred shares (3)(13), Second lien (5)(15), Second lien (2)(15), First lien (3)(15), Subordinated (3)(15)",248.19,304.42,290.59,248.193,248193000.0,304419000.0,290593000.0,False,False
New Mountain Finance Corporation,1496099,Energy,1,False,,Unknown,,9,"Trust Claim(8)(13), First lien (3)(13), Ordinary shares (2)(13), Ordinary shares (3)(13), First lien (3)(11)(13)(16) - Drawn, First lien (3)(13)(16) - Undrawn",69.02,27811.65,90.58,69.016,69016000.0,27811651000.0,90582000.0,False,False
New Mountain Finance Corporation,1496099,Financial Services,1,False,,Unknown,,25,"First lien (2)(12)(13), First lien (5)(13), First lien (3)(11)(13), Subordinated (3)(13), First lien (3)(13)(16) - Drawn, Ordinary shares (9)(13), First lien (3)(13)(16) - Undrawn, First lien (5)(15), First lien (2)(15)(18) - Drawn, First lien (2)(15), Subordinated (3)(15)",353.34,199.49,347.16,353.336,353336000.0,199487000.0,347164000.0,False,False
New Mountain Finance Corporation,1496099,Food & Beverage,1,False,,Unknown,,2,"First lien (3)(11)(13), First lien (3)",64.5,66.23,59.21,64.505,64505000.0,66230000.0,59210000.0,False,False
New Mountain Finance Corporation,1496099,Healthcare,1,False,,Unknown,,87,"First lien (2)(12)(13), First lien (3)(11)(13), First lien (3)(11)(13)(16) - Drawn, First lien (4)(13), First lien (3)(13)(16) - Drawn, Preferred shares (3)(13), Ordinary shares (3)(13), Participation Interest(3)(13), Warrants (2)(13), Warrants (3)(13), First lien (3)(13)(16) - Undrawn, First lien (2)(13)(16) - Undrawn, Subordinated (3)(13), Second lien (3)(13), Ordinary shares (2)(13), First lien (2)(15), First lien (3)(15), First lien (3)(15)(18) - Drawn, First lien (8)(15), First lien (2)(15)(18) - Drawn, First lien (4)(15), Second lien (8)(15)",1043.13,9956.02,984.38,1043.132,1043132000.0,9956015000.0,984375000.0,False,False
New Mountain Finance Corporation,1496099,Investment Fund,1,False,,Unknown,,2,"Structured Finance Obligations (3), Membership interest (3)(13)",112.4,3.23,112.4,112.4,112400000.0,3232000.0,112400000.0,False,False
New Mountain Finance Corporation,1496099,NM APP CANADA CORP,1,False,,Unknown,,1,,0.01,0.0,0.0,0.007,7000.0,0.0,0.0,False,False
New Mountain Finance Corporation,1496099,NM CLFX LP,1,False,,Unknown,,1,,11.73,0.0,0.0,11.731,11731000.0,0.0,0.0,False,False
New Mountain Finance Corporation,1496099,"NM GP Holdco, LLC",1,False,,Unknown,,1,,1.05,0.0,0.0,1.048,1048000.0,0.0,0.0,False,False
New Mountain Finance Corporation,1496099,"NM NL Holdings, L.P.",1,False,,Unknown,,1,,96.07,0.0,0.0,96.071,96071000.0,0.0,0.0,False,False
New Mountain Finance Corporation,1496099,NM YI LLC,1,False,,Unknown,,1,,9.55,0.0,0.0,9.55,9550000.0,0.0,0.0,False,False
New Mountain Finance Corporation,1496099,NMFC Senior Loan Program III LLC,1,False,,Unknown,,1,,140.0,0.0,0.0,140.0,140000000.0,0.0,0.0,False,False
New Mountain Finance Corporation,1496099,NMFC Senior Loan Program IV LLC,1,False,,Unknown,,1,,112.4,0.0,0.0,112.4,112400000.0,0.0,0.0,False,False
New Mountain Finance Corporation,1496099,"National HME, Inc./NHME Holdings Corp.",1,False,,Unknown,,1,,3.0,0.0,0.0,3.0,3000000.0,0.0,0.0,False,False
New Mountain Finance Corporation,1496099,Net Lease,1,False,,Unknown,,3,Membership interest (6)(13),114.79,0.0,81.37,114.794,114794000.0,0.0,81370000.0,False,False
New Mountain Finance Corporation,1496099,"New Benevis Topco, LLC / New Benevis Holdco, Inc.",1,False,,Unknown,,1,,135.4,0.0,0.0,135.401,135401000.0,0.0,0.0,False,False
New Mountain Finance Corporation,1496099,"New Permian Holdco, Inc. / New Permian Holdco, L.L.C.",1,False,,Unknown,,1,,63.17,0.0,0.0,63.17,63170000.0,0.0,0.0,False,False
New Mountain Finance Corporation,1496099,Packaging,1,False,,Unknown,,17,"First lien (2)(12), Preferred shares (3)(13), Ordinary shares (3)(13), First lien (3)(11)(13)(14)(16) - Undrawn, First lien (3)(13)(16) - Undrawn, First lien (8)(15), First lien (3)(15), First lien (3)(15)(18) - Drawn",56.11,29.22,55.42,56.109,56109000.0,29216000.0,55425000.0,False,False
New Mountain Finance Corporation,1496099,Software,1,False,,Unknown,,191,"First lien (2)(12)(13), First lien (3)(11)(13)(16) - Drawn, First lien (3)(13)(16) - Drawn, First lien (3)(11)(13), First lien (5)(13), First lien (4)(13), First lien (4), Second lien (4)(13), First lien (4)(13)(16) - Drawn, Second lien (5), Second lien (2)(12), Second lien (3)(11)(13), First lien (3)(13), Preferred shares (3)(13), Ordinary shares (10)(13), Preferred shares (4)(13), First lien (3)(13)(16) - Undrawn, First lien (5)(13)(16) - Undrawn, First lien (4)(13)(16) - Undrawn, First lien (2)(15), First lien (5)(15), Second lien (3)(15), Second lien (8)(15), First lien (8)(15), First lien (3)(15)(18) - Drawn, First lien (3)(15), Second lien (2)(15), Second lien (4)(15), Second lien (5)(15), First lien (4)(15)",2107.89,6788.89,2098.47,2107.892,2107892000.0,6788890000.0,2098466000.0,False,False
New Mountain Finance Corporation,1496099,Specialty Chemicals & Materials,1,False,,Unknown,,4,"First lien (2)(12)(13), First lien (3)(11)(13)(16) - Drawn, First lien (3)(13)(16) - Undrawn",17.8,235.45,15.78,17.798,17798000.0,235447000.0,15784000.0,False,False
New Mountain Finance Corporation,1496099,"UniTek Global Services, Inc.",1,False,,Unknown,,1,,92.0,0.0,0.0,91.999,91999000.0,0.0,0.0,False,False
Oaktree Specialty Lending Corporation,1414932,"All Web Leads, Inc.",1,False,,Unknown,,9,"First Lien Term Loan, First Lien Revolver, Common Stock",11.52,21.35,0.0,11.515,11515000.0,21346000.0,0.0,False,False
Oaktree Specialty Lending Corporation,1414932,Assembled Brands Capital LLC,1,False,,Unknown,,4,"Common Stock, First Lien Revolver, Preferred Equity",24.16,0.0,0.0,24.163,24163000.0,0.0,0.0,False,False
Oaktree Specialty Lending Corporation,1414932,"C5 Technology Holdings, LLC",1,False,,Unknown,,2,Preferred Equity,55.28,0.0,0.0,55.276,55276000.0,0.0,0.0,False,False
Oaktree Specialty Lending Corporation,1414932,"Caregiver Services, Inc.",1,False,,Unknown,,1,Preferred Equity,0.43,0.0,0.0,0.432,432000.0,0.0,0.0,False,False
Oaktree Specialty Lending Corporation,1414932,Continental Intermodal Group LP,1,False,,Unknown,,2,"Preferred Equity, Common Stock",15.6,0.0,0.0,15.604,15604000.0,0.0,0.0,False,False
Oaktree Specialty Lending Corporation,1414932,"Dominion Diagnostics, LLC",1,False,,Unknown,,9,"First Lien Term Loan, First Lien Revolver, Common Stock",39.32,25.32,0.0,39.321,39321000.0,25320000.0,0.0,False,False
Oaktree Specialty Lending Corporation,1414932,OCSI Glick JV LLC,1,False,,Unknown,,2,Subordinated Debt,98.91,116.7,0.0,98.913,98913000.0,116698000.0,0.0,False,False
Oaktree Specialty Lending Corporation,1414932,"SIO2 Medical Products, Inc.",1,False,,Unknown,,14,"First Lien Term Loan, Common Stock",100.65,60.12,0.0,100.65,100650000.0,60123000.0,0.0,False,False
Oaktree Specialty Lending Corporation,1414932,"Senior Loan Fund JV I, LLC",1,False,,Unknown,,4,"Subordinated Debt, Membership Interest",276.73,225.31,0.0,276.731,276731000.0,225312000.0,0.0,False,False
Oaktree Specialty Lending Corporation,1414932,The Avery,1,False,,Unknown,,2,First Lien Term Loan,0.0,25.98,0.0,0.0,0.0,25982000.0,0.0,False,False
Prospect Capital Corporation,1287032,"8th Avenue Food & Provisions, Inc.",1,False,,Unknown,,2,,62.1,0.0,64.13,62.098,62098000.0,0.0,64127000.0,False,False
Prospect Capital Corporation,1287032,Apidos CLO XI,1,False,,Unknown,,2,Subordinated Structured Note,64.47,67.78,77.65,64.47,64470000.0,67783000.0,77650000.0,False,False
Prospect Capital Corporation,1287032,Apidos CLO XII,1,False,,Unknown,,2,Subordinated Structured Note,50.62,52.2,58.16,50.624,50624000.0,52203000.0,58162000.0,False,False
Prospect Capital Corporation,1287032,Apidos CLO XV,1,False,,Unknown,,4,Subordinated Structured Note,65.62,97.03,74.74,65.622,65622000.0,97030000.0,74744000.0,False,False
Prospect Capital Corporation,1287032,Apidos CLO XXII,1,False,,Unknown,,4,Subordinated Structured Note,69.32,71.71,85.75,69.32,69320000.0,71710000.0,85746000.0,False,False
Prospect Capital Corporation,1287032,"Atlantis Health Care Group (Puerto Rico), Inc.",1,False,,Unknown,,4,First Lien Term Loan,229.52,114.76,229.52,229.516,229516000.0,114758000.0,229516000.0,False,False
Prospect Capital Corporation,1287032,"Aventiv Technologies, LLC",1,False,,Unknown,,10,"Second Out Super Priority First Lien Term Loan, Third Out Super Priority First Lien Term Loan, Super Priority Second Lien Term Loan, Second Lien Term Loan",285.77,335.07,424.02,285.772,285772000.0,335069000.0,424016000.0,False,False
Prospect Capital Corporation,1287032,"BCPE North Star US Holdco 2, Inc.",1,False,,Unknown,,5,"Second Lien Term Loan, Second Lien Delayed Draw Term Loan - $5,185 Commitment",389.88,200.0,398.06,389.884,389884000.0,200000000.0,398060000.0,False,False
Prospect Capital Corporation,1287032,"BCPE Osprey Buyer, Inc.",1,False,,Unknown,,8,"First Lien Revolving Line of Credit - $4,239 Commitment, First Lien Term Loan, First Lien Delayed Draw Term Loan - $4,691 Commitment",279.54,139.77,279.38,279.54,279540000.0,139770000.0,279382000.0,False,False
Prospect Capital Corporation,1287032,Barings CLO 2018-III,1,False,,Unknown,,4,Subordinated Structured Note,22.52,165.62,18.85,22.518,22518000.0,165618000.0,18846000.0,False,False
Prospect Capital Corporation,1287032,"Barracuda Parent, LLC",1,False,,Unknown,,4,Second Lien Term Loan,72.38,40.0,78.33,72.378,72378000.0,40000000.0,78326000.0,False,False
Prospect Capital Corporation,1287032,"Belnick, LLC (d/b/a The Ubique Group)",1,False,,Unknown,,4,"Preferred Class P Units (5,000 units), First Lien Term Loan",219.67,84.55,260.76,219.666,219666000.0,84552000.0,260756000.0,False,False
Prospect Capital Corporation,1287032,"Boostability Parent, Inc.",1,False,,Unknown,,2,First Lien Term Loan,85.54,42.77,85.54,85.54,85540000.0,42770000.0,85540000.0,False,False
Prospect Capital Corporation,1287032,"Broder Bros., Co.",1,False,,Unknown,,2,First Lien Term Loan,307.03,153.51,307.03,307.028,307028000.0,153514000.0,307028000.0,False,False
Prospect Capital Corporation,1287032,Burgess Point Purchaser Corporation,1,False,,Unknown,,4,Second Lien Term Loan,113.03,60.0,120.0,113.03,113030000.0,60000000.0,120000000.0,False,False
Prospect Capital Corporation,1287032,"CIFC Funding 2013-III-R, Ltd.",1,False,,Unknown,,2,Subordinated Structured Note,33.21,44.1,37.86,33.208,33208000.0,44100000.0,37864000.0,False,False
Prospect Capital Corporation,1287032,"CIFC Funding 2013-IV, Ltd.",1,False,,Unknown,,2,Subordinated Structured Note,47.84,45.5,55.06,47.842,47842000.0,45500000.0,55056000.0,False,False
Prospect Capital Corporation,1287032,"CIFC Funding 2014-IV-R, Ltd.",1,False,,Unknown,,2,Subordinated Structured Note,57.34,50.14,72.63,57.336,57336000.0,50143000.0,72626000.0,False,False
Prospect Capital Corporation,1287032,"CIFC Funding 2016-I, Ltd.",1,False,,Unknown,,2,Subordinated Structured Note,59.71,34.0,63.67,59.708,59708000.0,34000000.0,63674000.0,False,False
Prospect Capital Corporation,1287032,"CP Energy - Spartan Energy Services, Inc.",1,False,,Unknown,,1,,34.66,0.0,8.52,34.665,34665000.0,0.0,8523000.0,False,False
Prospect Capital Corporation,1287032,CP Energy Services Inc.,1,False,,Unknown,,18,"First Lien Delayed Draw Term Loan - $10,000 Commitment, First Lien Term Loan, First Lien Term Loan A to Spartan Energy Services, LLC, Series A Preferred Units to Spartan Energy Holdings, Inc. (10,000 shares), Series B Redeemable Preferred Stock (790 shares), Common Stock (102,924 shares)",413.65,212.55,1187.03,413.651,413651000.0,212549000.0,1187033000.0,False,False
Prospect Capital Corporation,1287032,California Street CLO IX Ltd.,1,False,,Unknown,,2,Subordinated Structured Note,55.99,58.92,72.96,55.994,55994000.0,58915000.0,72964000.0,False,False
Prospect Capital Corporation,1287032,"Capstone Logistics Acquisition, Inc.",1,False,,Unknown,,3,Second Lien Term Loan,25.5,8.5,25.06,25.5,25500000.0,8500000.0,25058000.0,False,False
Prospect Capital Corporation,1287032,Carlyle C17 CLO Limited,1,False,,Unknown,,2,Subordinated Structured Note,15.35,24.87,17.25,15.35,15350000.0,24870000.0,17252000.0,False,False
Prospect Capital Corporation,1287032,"Carlyle Global Market Strategies CLO 2014-4-R, Ltd.",1,False,,Unknown,,2,Subordinated Structured Note,23.76,25.53,26.12,23.764,23764000.0,25534000.0,26116000.0,False,False
Prospect Capital Corporation,1287032,"Carlyle Global Market Strategies CLO 2016-3, Ltd.",1,False,,Unknown,,2,Subordinated Structured Note,48.02,32.2,60.91,48.018,48018000.0,32200000.0,60912000.0,False,False
Prospect Capital Corporation,1287032,Cent CLO 21 Limited,1,False,,Unknown,,3,Subordinated Structured Note,0.19,99.1,0.0,0.192,192000.0,99104000.0,0.0,False,False
Prospect Capital Corporation,1287032,"Collections Acquisition Company, Inc.",1,False,,Unknown,,4,First Lien Term Loan,179.15,89.58,179.15,179.152,179152000.0,89576000.0,179152000.0,False,False
Prospect Capital Corporation,1287032,Columbia Cent CLO 27 Limited,1,False,,Unknown,,2,Subordinated Structured Note,50.79,48.98,61.74,50.794,50794000.0,48978000.0,61744000.0,False,False
Prospect Capital Corporation,1287032,"Credit Central Loan Company, LLC",1,False,,Unknown,,9,"First Lien Term Loan, Class A Units (14,867,312 units), Preferred Class P Shares (14,518,187 units), Preferred Class P Shares (12,897,188 units)",389.57,173.21,475.8,389.574,389574000.0,173207000.0,475805000.0,False,False
Prospect Capital Corporation,1287032,"Credit.com Holdings, LLC",1,False,,Unknown,,7,"First Lien Term Loan A, First Lien Term Loan B, Class B of PGX TopCo II LLC (999 Non-Voting Units)",225.45,196.53,382.49,225.448,225448000.0,196530000.0,382492000.0,False,False
Prospect Capital Corporation,1287032,DRI Holding Inc.,1,False,,Unknown,,5,"Second Lien Term Loan, First Lien Term Loan",680.31,323.56,677.8,680.314,680314000.0,323561000.0,677799000.0,False,False
Prospect Capital Corporation,1287032,"DTI Holdco, Inc.",1,False,,Unknown,,3,"First Lien Term Loan, Second Lien Term Loan",186.35,93.18,185.84,186.352,186352000.0,93176000.0,185842000.0,False,False
Prospect Capital Corporation,1287032,"Discovery Point Retreat, LLC",1,False,,Unknown,,6,"Series A Preferred Stock of Discovery MSO HoldCo LLC - 8,395 Units, First Lien Term Loan, First Lien Revolving Line of Credit - $2,500 Commitment, Series A Preferred Stock of Discovery MSO HoldCo LLC - 7,632 Units",109.06,17.9,88.04,109.065,109065000.0,17900000.0,88045000.0,False,False
Prospect Capital Corporation,1287032,"Druid City Infusion, LLC",1,False,,Unknown,,3,"First Lien Term Loan, First Lien Convertible Note to Druid City Intermediate, Inc.",160.61,68.86,137.73,160.606,160606000.0,68865000.0,137730000.0,False,False
Prospect Capital Corporation,1287032,Dukes Root Control Inc.,1,False,,Unknown,,7,"First Lien Revolving Line of Credit - $4,464 Commitment, First Lien Term Loan, First Lien Delayed Draw Term Loan - $8,929 Commitment",161.55,79.59,162.41,161.549,161549000.0,79587000.0,162412000.0,False,False
Prospect Capital Corporation,1287032,"Easy Gardener Products, Inc.",1,False,,Unknown,,3,"Class A Units of EZG Holdings, LLC (200 units), Class B Units of EZG Holdings, LLC(12,525 units)",0.0,0.0,4.0,0.0,0.0,0.0,4002000.0,False,False
Prospect Capital Corporation,1287032,Echelon Transportation LLC,1,False,,Unknown,,1,,64.2,0.0,0.0,64.198,64198000.0,0.0,0.0,False,False
Prospect Capital Corporation,1287032,"Echelon Transportation, LLC",1,False,,Unknown,,8,"First Lien Term Loan, Membership Interest (19,157,851 units), Preferred Units (47,074,638 units), Membership Interest (100%), Preferred Units (41,751,342 shares)",265.15,109.48,441.28,265.152,265152000.0,109478000.0,441280000.0,False,False
Prospect Capital Corporation,1287032,"Emerge Intermediate, Inc.",1,False,,Unknown,,4,First Lien Term Loan,219.2,113.38,226.76,219.204,219204000.0,113382000.0,226764000.0,False,False
Prospect Capital Corporation,1287032,"Engineered Machinery Holdings, Inc.",1,False,,Unknown,,3,"Incremental Amendment No. 2 Second Lien Term Loan, Incremental Amendment No. 3 Second Lien Term Loan",20.0,10.0,19.99,20.0,20000000.0,10000000.0,19988000.0,False,False
Prospect Capital Corporation,1287032,"Enseo Acquisition, Inc.",1,False,,Unknown,,4,First Lien Term Loan,205.52,102.76,205.52,205.516,205516000.0,102758000.0,205516000.0,False,False
Prospect Capital Corporation,1287032,"Eze Castle Integration, Inc.",1,False,,Unknown,,6,"First Lien Delayed Draw Term Loan - $8,036 Commitment, First Lien Term Loan",193.6,96.8,193.58,193.6,193600000.0,96800000.0,193576000.0,False,False
Prospect Capital Corporation,1287032,"Faraday Buyer, LLC",1,False,,Unknown,,4,First Lien Term Loan,246.72,123.36,246.72,246.716,246716000.0,123358000.0,246716000.0,False,False
