adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0002037804-25-000020	3	11	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0001911066-25-000038	2	21	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0002031750-25-000043	4	11	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0001736035-25-000021	2	21	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0001925531-25-000018	1	10	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0001628280-25-051537	3	24	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0001628280-25-051535	1	14	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0001838126-25-000073	2	17	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0001213900-25-110796	4	12	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0001989817-25-000085	2	14	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0001628280-25-050299	4	23	1	Liabilities	us-gaap/2025	ContractWithCustomerLiability	us-gaap/2025
0002037804-25-000020	3	18	1	Liabilities	us-gaap/2025	ContractWithCustomerLiability	us-gaap/2025
0001955010-25-000013	6	10	1	Liabilities	us-gaap/2025	DerivativeAssetFairValueOfCollateral	us-gaap/2025
0001496099-25-000035	8	6	-1	Liabilities	us-gaap/2025	DeferredFinanceCostsNet	us-gaap/2025
0002037804-25-000020	4	5	-1	Liabilities	us-gaap/2025	DeferredFinanceCostsNet	us-gaap/2025
0001913724-25-000088	1	23	1	Liabilities	us-gaap/2025	DeferredRevenue	us-gaap/2025
0002031750-25-000043	4	10	1	Liabilities	us-gaap/2025	DeferredIncomeTaxLiabilitiesNet	us-gaap/2025
0001913724-25-000088	1	22	1	Liabilities	us-gaap/2025	DeferredIncomeTaxLiabilitiesNet	us-gaap/2025
0001925531-25-000018	1	15	1	Liabilities	us-gaap/2025	DeferredIncomeTaxLiabilitiesNet	us-gaap/2025
0001628280-25-051646	8	6	1	Liabilities	us-gaap/2025	DeferredIncomeTaxLiabilitiesNet	us-gaap/2025
0001396440-25-000184	1	10	1	Liabilities	us-gaap/2025	DeferredIncomeTaxLiabilitiesNet	us-gaap/2025
0001535778-25-000148	4	19	1	Liabilities	us-gaap/2025	DeferredIncomeTaxLiabilitiesNet	us-gaap/2025
0001918712-25-000092	2	16	1	Liabilities	us-gaap/2025	DeferredIncomeTaxLiabilitiesNet	us-gaap/2025
0001838126-25-000073	2	12	1	Liabilities	us-gaap/2025	DebtLongtermAndShorttermCombinedAmount	us-gaap/2025
0001989817-25-000085	2	10	1	Liabilities	us-gaap/2025	DebtLongtermAndShorttermCombinedAmount	us-gaap/2025
0001628280-25-049617	2	4	1	Liabilities	us-gaap/2025	DebtLongtermAndShorttermCombinedAmount	us-gaap/2025
0001913724-25-000088	1	16	1	Liabilities	us-gaap/2025	DebtLongtermAndShorttermCombinedAmount	us-gaap/2025
0001213900-25-108212	2	13	1	Liabilities	us-gaap/2025	RevolvingFundingFacilityIINote	0001213900-25-108212
0001213900-25-108212	2	11	1	Liabilities	us-gaap/2025	RevolvingFundingFacilityNote	0001213900-25-108212
0001955010-25-000013	6	9	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001901164-25-000016	5	18	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001747777-25-000048	3	10	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001736035-25-000021	2	14	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001792509-25-000029	4	16	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0002049733-25-000049	1	13	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001944831-25-000040	2	21	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001911321-25-000014	1	14	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001213900-25-108212	2	15	1	Liabilities	us-gaap/2025	SeniorUnsecuredNotes	0001213900-25-108212
0001213900-25-108212	2	17	1	Liabilities	us-gaap/2025	SharesRepurchasedPayable	0001213900-25-108212
0001213900-25-108212	2	16	1	Liabilities	us-gaap/2025	UnamortizedNotesIssuanceCosts	0001213900-25-108212
0001213900-25-108212	2	14	1	Liabilities	us-gaap/2025	UnamortizedRevolvingFundingFacilityIIIssuanceCosts	0001213900-25-108212
0001213900-25-108212	2	12	1	Liabilities	us-gaap/2025	UnamortizedRevolvingFundingFacilityIssuanceCosts	0001213900-25-108212
0001213900-25-108212	2	10	1	Liabilities	us-gaap/2025	UnamortizedSubscriptionCreditFacilityIssuanceCosts	0001213900-25-108212
0001628280-25-050299	4	24	1	Liabilities	us-gaap/2025	AccruedIncomeTaxes	us-gaap/2025
0001437749-25-035241	1	9	1	Liabilities	us-gaap/2025	AccruedIncomeTaxes	us-gaap/2025
0001989817-25-000085	2	21	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001838126-25-000073	2	14	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001812554-25-000081	9	14	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001869453-25-000061	9	14	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001580345-25-000032	2	10	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001655887-25-000060	5	8	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001655888-25-000024	6	19	1	Liabilities	us-gaap/2025	AccruedLiabilitiesAndOtherLiabilities	us-gaap/2025
0001193125-25-293703	3	4	1	Liabilities	us-gaap/2025	DistributionsPayable	0001193125-25-293703
0001193125-25-283129	2	14	1	Liabilities	us-gaap/2025	RepurchaseOfCommonSharesPayable	0001193125-25-283129
0001193125-25-293703	3	2	1	Liabilities	us-gaap/2025	DueToAffiliatesCurrentANoncurrent	0001193125-25-293703
0001193125-25-293672	4	9	1	Liabilities	us-gaap/2025	PayableForInvestmentsPurchased	0001193125-25-293672
0001193125-25-280627	1	20	1	Liabilities	us-gaap/2025	AdministrativeServiceFeePayable	0001193125-25-280627
0001193125-25-282900	3	4	1	Liabilities	us-gaap/2025	InterestAndOtherDebtFinancingCostsPayable	0001193125-25-282900
0001193125-25-283129	4	3	1	Liabilities	us-gaap/2025	InterestPayableOnSubordinatedNotesPayableToMembers	0001193125-25-283129
0001193125-25-280735	1	22	1	Liabilities	us-gaap/2025	FinancingCostsPayable	0001193125-25-280735
0001193125-25-280638	2	10	1	Liabilities	us-gaap/2025	AdministrativeServiceFeePayable	0001193125-25-280638
0001193125-25-280638	2	11	1	Liabilities	us-gaap/2025	CapitalGainsIncentiveFeesPayable	0001193125-25-280638
0001193125-25-277555	2	4	1	Liabilities	us-gaap/2025	InterestAndOtherDebtExpensesPayable	0001193125-25-277555
0001193125-25-282614	5	10	1	Liabilities	us-gaap/2025	AccruedOtherGeneralAndAdministrativeExpenses	0001193125-25-282614
0001193125-25-280628	2	10	1	Liabilities	us-gaap/2025	AdministrativeServiceFeePayable	0001193125-25-280628
0001193125-25-280633	2	13	1	Liabilities	us-gaap/2025	SubscriptionReceivedInAdvance	0001193125-25-280633
0001193125-25-279909	3	16	1	Liabilities	us-gaap/2025	DueToAffiliates	0001193125-25-279909
0001193125-25-279849	2	4	1	Liabilities	us-gaap/2025	UnrealizedDepreciationOnUnfundedCommitments	0001193125-25-279849
0001193125-25-279957	2	16	1	Liabilities	us-gaap/2025	RepurchaseOfferPayable	0001193125-25-279957
0001193125-25-279957	2	13	1	Liabilities	us-gaap/2025	DirectorsFeePayable	0001193125-25-279957
0001193125-25-279957	2	17	1	Liabilities	us-gaap/2025	DebtSecuritization	0001193125-25-279957
0001193125-25-293703	3	8	1	Liabilities	us-gaap/2025	IncentiveFeePayableNet	0001193125-25-293703
0001193125-25-293672	4	12	1	Liabilities	us-gaap/2025	AssetBackedDebtNet	0001193125-25-293672
0001193125-25-293672	4	19	1	Liabilities	us-gaap/2025	DueToAffiliates	0001193125-25-293672
0001193125-25-278786	3	9	1	Liabilities	us-gaap/2025	OfferingCostsPayable	0001193125-25-278786
0001193125-25-278786	3	12	1	Liabilities	us-gaap/2025	DeferredFinancingCostsPayableCurrentAndNoncurrent	0001193125-25-278786
0001193125-25-278786	3	8	1	Liabilities	us-gaap/2025	IncomeBasedIncentiveFeePayable	0001193125-25-278786
0001193125-25-279849	2	5	1	Liabilities	us-gaap/2025	InterestPayableAndLineOfCreditFacilityCommitmentExpensePayable	0001193125-25-279849
0001193125-25-278786	3	13	1	Liabilities	us-gaap/2025	UnearnedInterestIncome	0001193125-25-278786
0001193125-25-278786	3	7	1	Liabilities	us-gaap/2025	TransactionFeesPayableCurrentAndNoncurrent	0001193125-25-278786
0001193125-25-279849	2	6	1	Liabilities	us-gaap/2025	DirectorsFeesPayable	0001193125-25-279849
0001193125-25-278786	3	14	1	Liabilities	us-gaap/2025	CapitalGainsIncentiveFeePayable	0001193125-25-278786
0001193125-25-278069	4	21	1	Liabilities	us-gaap/2025	TrusteesFeesPayable	0001193125-25-278069
0001193125-25-278069	4	25	1	Liabilities	us-gaap/2025	TransferAgentsFeesPayable	0001193125-25-278069
0001193125-25-278069	4	17	1	Liabilities	us-gaap/2025	UnrealizedDepreciationOnForeignCurrencyForwardContracts	0001193125-25-278069
0001193125-25-278069	4	22	1	Liabilities	us-gaap/2025	AffiliatedTransferAgentFeesPayable	0001193125-25-278069
0001193125-25-278069	4	18	1	Liabilities	us-gaap/2025	AccruedPricingFeesCurrentAndNoncurrent	0001193125-25-278069
0001193125-25-278069	4	26	1	Liabilities	us-gaap/2025	CustodianAndAccountingFeesPayable	0001193125-25-278069
0001193125-25-277817	1	8	1	Liabilities	us-gaap/2025	FeesDueToInvestmentAdvisorNetOfWaivers	0001193125-25-277817
0001193125-25-277817	1	9	1	Liabilities	us-gaap/2025	FeeDueToAdministrator	0001193125-25-277817
0001213900-25-109299	3	11	1	Liabilities	us-gaap/2025	AdvanceShareSubscriptionAmount	0001213900-25-109299
0001213900-25-109299	3	12	1	Liabilities	us-gaap/2025	AccruedOtherGeneralAndAdministrativeExpenses	0001213900-25-109299
0001213900-25-109299	3	6	1	Liabilities	us-gaap/2025	OrganizationalAndOfferingFeesPayable	0001213900-25-109299
0001193125-25-277881	1	10	1	Liabilities	us-gaap/2025	AdministratorAndCustodianFeesPayable	0001193125-25-277881
0001193125-25-278006	4	11	1	Liabilities	us-gaap/2025	AccruedOrganizationalCosts	0001193125-25-278006
0001193125-25-277881	1	14	1	Liabilities	us-gaap/2025	TransferAgentFeesPayable	0001193125-25-277881
0001193125-25-277763	2	11	1	Liabilities	us-gaap/2025	DirectorsFeesReimbursement	0001193125-25-277763
0001193125-25-277763	2	16	1	Liabilities	us-gaap/2025	AccruedLegalFee	0001193125-25-277763
0001193125-25-277763	2	17	1	Liabilities	us-gaap/2025	AccruedCommitmentFee	0001193125-25-277763
0001193125-25-277763	2	10	1	Liabilities	us-gaap/2025	AccruedAdministrationFees	0001193125-25-277763
0001213900-25-109300	1	9	1	Liabilities	us-gaap/2025	AccruedOtherGeneralAndAdministrativeExpenses	0001213900-25-109300
0001193125-25-277880	3	15	1	Liabilities	us-gaap/2025	TrusteeFeesPayableCurrentAndNonCurrent	0001193125-25-277880
0001193125-25-277880	3	13	1	Liabilities	us-gaap/2025	TransferAgentFeesPayable	0001193125-25-277880
0001193125-25-277763	2	14	1	Liabilities	us-gaap/2025	OrganizationalCostsPayable	0001193125-25-277763
0001193125-25-277763	2	15	1	Liabilities	us-gaap/2025	OfferingCostsPayable	0001193125-25-277763
0001193125-25-277963	3	16	1	Liabilities	us-gaap/2025	AccruedAdministrationExpense	0001193125-25-277963
0001193125-25-277963	3	15	1	Liabilities	us-gaap/2025	AccruedInterestAndOtherBorrowingCosts	0001193125-25-277963
0001193125-25-277963	3	12	1	Liabilities	us-gaap/2025	DistributionsPayable	0001193125-25-277963
0001193125-25-277963	3	10	1	Liabilities	us-gaap/2025	ManagementFeesPayable	0001193125-25-277963
0001193125-25-277963	3	11	1	Liabilities	us-gaap/2025	DueToAffiliates	0001193125-25-277963
0001193125-25-277880	3	11	1	Liabilities	us-gaap/2025	AdministratorAndCustodianFeesPayable	0001193125-25-277880
0001193125-25-277953	1	23	1	Liabilities	us-gaap/2025	DirectorsFeesPayable	0001193125-25-277953
0001193125-25-277963	3	14	1	Liabilities	us-gaap/2025	OfferingCostsPayable	0001193125-25-277963
0002031283-25-000020	3	19	1	Liabilities	us-gaap/2025	OtherAccountsPayableAndAccruedLiabilities	us-gaap/2025
0001437749-25-035241	1	8	1	Liabilities	us-gaap/2025	OtherAccountsPayableAndAccruedLiabilities	us-gaap/2025
0001379785-25-000050	2	13	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001859919-25-000087	2	16	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001726548-25-000009	2	5	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001811972-25-000032	3	16	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001628280-25-050299	4	16	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001534254-25-000015	11	12	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001493152-25-020943	2	12	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001737924-25-000013	3	23	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001321741-25-000022	3	8	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001512931-25-000074	5	12	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001911066-25-000038	2	25	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001742313-25-000080	1	11	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001825248-25-000022	3	17	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0002071136-25-000009	2	13	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001213900-25-110796	4	11	1	Liabilities	us-gaap/2025	AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001918712-25-000092	2	15	1	Liabilities	us-gaap/2025	AccountsPayableAndOtherAccruedLiabilities	us-gaap/2025
0001476765-25-000096	9	18	1	Liabilities	us-gaap/2025	AccountsPayableAndOtherAccruedLiabilities	us-gaap/2025
0001535778-25-000148	4	17	1	Liabilities	us-gaap/2025	AccountsPayableAndOtherAccruedLiabilities	us-gaap/2025
0001987731-25-000028	3	6	1	Liabilities	us-gaap/2025	AccountsPayableAndOtherAccruedLiabilities	us-gaap/2025
0001850938-25-000023	5	5	1	Liabilities	us-gaap/2025	AccountsPayableAndOtherAccruedLiabilities	us-gaap/2025
0001717310-25-000023	3	7	1	Liabilities	us-gaap/2025	AccountsPayableAndOtherAccruedLiabilities	us-gaap/2025
0001213900-25-110066	2	13	1	Liabilities	us-gaap/2025	AccountsPayableAndOtherAccruedLiabilities	us-gaap/2025
0001396440-25-000184	1	9	1	Liabilities	us-gaap/2025	AccountsPayableAndOtherAccruedLiabilities	us-gaap/2025
0001913724-25-000088	1	21	1	Liabilities	us-gaap/2025	AccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0002031750-25-000043	4	16	1	Liabilities	us-gaap/2025	AccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001521945-25-000094	8	18	1	Liabilities	us-gaap/2025	AccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001287032-25-000339	2	16	1	Liabilities	us-gaap/2025	AccruedLiabilitiesCurrentAndNoncurrent	us-gaap/2025
0001628280-25-049617	7	16	1	Liabilities	us-gaap/2025	AccruedProfessionalFeesCurrentAndNoncurrent	us-gaap/2025
0001628280-25-051646	8	10	1	Liabilities	us-gaap/2025	AccruedProfessionalFeesCurrentAndNoncurrent	us-gaap/2025
0001213900-25-110066	2	9	1	Liabilities	us-gaap/2025	AccruedProfessionalFeesCurrentAndNoncurrent	us-gaap/2025
0001628280-25-051535	1	18	1	Liabilities	us-gaap/2025	AccruedProfessionalFeesCurrentAndNoncurrent	us-gaap/2025
0001628280-25-051537	3	20	1	Liabilities	us-gaap/2025	AccruedProfessionalFeesCurrentAndNoncurrent	us-gaap/2025
0001812554-25-000081	9	12	1	Liabilities	us-gaap/2025	AccountsPayableCurrentAndNoncurrent	us-gaap/2025
0001213900-25-110066	2	10	1	Liabilities	us-gaap/2025	AccountsPayableCurrentAndNoncurrent	us-gaap/2025
0001911066-25-000038	2	20	1	Liabilities	us-gaap/2025	AccountsPayableOtherCurrentAndNoncurrent	us-gaap/2025
0001628280-25-050299	4	20	1	Liabilities	us-gaap/2025	AccountsPayableOtherCurrentAndNoncurrent	us-gaap/2025
0001321741-25-000022	3	7	1	Liabilities	us-gaap/2025	AccountsPayableOtherCurrentAndNoncurrent	us-gaap/2025
0001901164-25-000016	5	17	1	Liabilities	us-gaap/2025	AccountsPayableOtherCurrentAndNoncurrent	us-gaap/2025
0002031750-25-000043	4	9	1	Liabilities	us-gaap/2025	AccountsPayableTradeCurrentAndNoncurrent	us-gaap/2025
0002031283-25-000020	3	21	1	Liabilities	us-gaap/2025	AccountsPayableTradeCurrentAndNoncurrent	us-gaap/2025
0001521945-25-000094	8	13	1	Liabilities	us-gaap/2025	AccountsPayableTradeCurrentAndNoncurrent	us-gaap/2025
0001628280-25-051646	8	7	1	Liabilities	us-gaap/2025	AdministrativeFeePayable	us-gaap/2025
0001628280-25-051537	3	19	1	Liabilities	us-gaap/2025	AdministrativeFeePayable	us-gaap/2025
0001628280-25-051535	1	12	1	Liabilities	us-gaap/2025	AdministrativeFeePayable	us-gaap/2025
0001193125-25-293703	4	6	1	ProfitLoss	us-gaap/2025	ProvisionForTaxesOnNetRealizedGainLossOnInvestments	0001193125-25-293703
0001193125-25-293703	4	5	-1	ProfitLoss	us-gaap/2025	NetChangeInChangeInUnrealizedDepreciationAppreciationOnDebt	0001193125-25-293703
0001193125-25-293703	4	4	1	ProfitLoss	us-gaap/2025	ProvisionForTaxesOnNetChangeInnetUnrealizedDepreciationOnInvestments	0001193125-25-293703
0001628280-25-049617	1	2	1	ProfitLoss	us-gaap/2025	NetInvestmentIncome	us-gaap/2025
0001321741-25-000022	6	2	1	ProfitLoss	us-gaap/2025	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025
0001496099-25-000035	3	2	1	ProfitLoss	us-gaap/2025	InvestmentIncomeOperatingAfterExpenseAndTax	us-gaap/2025
0001493152-25-020943	2	15	1	StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest	us-gaap/2025	AdditionalPaidInCapital	us-gaap/2025
0001493152-25-020943	2	14	1	StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest	us-gaap/2025	CommonStockValue	us-gaap/2025
0001747777-25-000048	7	11	1	AssetAcquisitionConsiderationTransferred	us-gaap/2025	AssetAcquisitionConsiderationTransferredEquityInterestIssuedAndIssuable	us-gaap/2025
0001544206-25-000077	16	2	1	AssetAcquisitionConsiderationTransferred	us-gaap/2025	AssetAcquisitionConsiderationTransferredEquityInterestIssuedAndIssuable	us-gaap/2025
0001825248-25-000022	10	8	1	AssetAcquisitionConsiderationTransferred	us-gaap/2025	AssetAcquisitionConsiderationTransferredEquityInterestIssuedAndIssuable	us-gaap/2025
0001825248-25-000022	10	9	1	AssetAcquisitionConsiderationTransferred	us-gaap/2025	AssetAcquisitionConsiderationTransferredTransactionCost	us-gaap/2025
0001544206-25-000077	16	1	1	AssetAcquisitionConsiderationTransferred	us-gaap/2025	AssetAcquisitionConsiderationTransferredTransactionCost	us-gaap/2025
0001747777-25-000048	7	12	1	AssetAcquisitionConsiderationTransferred	us-gaap/2025	AssetAcquisitionConsiderationTransferredTransactionCost	us-gaap/2025
0001544206-25-000077	16	3	1	AssetAcquisitionConsiderationTransferred	us-gaap/2025	PaymentsToAcquireProductiveAssets	us-gaap/2025
0001901164-25-000016	9	2	1	AssetsFairValueDisclosure	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0001792509-25-000029	2	2	1	AssetsFairValueDisclosure	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0001737924-25-000013	1	1	1	AssetsFairValueDisclosure	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0002049733-25-000049	5	2	1	AssetsFairValueDisclosure	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0001850938-25-000023	8	2	1	AssetsFairValueDisclosure	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0001717310-25-000023	5	1	1	AssetsFairValueDisclosure	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0001987731-25-000028	5	1	1	AssetsFairValueDisclosure	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0002031750-25-000043	2	1	1	AssetsFairValueDisclosure	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0001913724-25-000088	7	1	1	AssetsFairValueDisclosure	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0001987731-25-000028	5	2	1	AssetsFairValueDisclosure	us-gaap/2025	CashAndCashEquivalentsFairValueDisclosure	us-gaap/2025
0001850938-25-000023	8	1	1	AssetsFairValueDisclosure	us-gaap/2025	CashAndCashEquivalentsFairValueDisclosure	us-gaap/2025
0001717310-25-000023	5	2	1	AssetsFairValueDisclosure	us-gaap/2025	CashAndCashEquivalentsFairValueDisclosure	us-gaap/2025
0002031750-25-000043	2	2	1	AssetsFairValueDisclosure	us-gaap/2025	DerivativeAssets	us-gaap/2025
0001737924-25-000013	1	2	1	AssetsFairValueDisclosure	us-gaap/2025	DerivativeAssets	us-gaap/2025
0002049733-25-000049	5	1	1	AssetsFairValueDisclosure	us-gaap/2025	DerivativeAssets	us-gaap/2025
0001901164-25-000016	9	1	1	AssetsFairValueDisclosure	us-gaap/2025	DerivativeAssets	us-gaap/2025
0001913724-25-000088	7	2	1	AssetsFairValueDisclosure	us-gaap/2025	DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement	us-gaap/2025
0002031750-25-000043	2	3	-1	AssetsFairValueDisclosure	us-gaap/2025	DerivativeLiabilities	us-gaap/2025
0001792509-25-000029	2	1	1	AssetsFairValueDisclosure	us-gaap/2025	DerivativeFairValueOfDerivativeNet	us-gaap/2025
0001321741-25-000022	3	18	-1	AssetsNet	us-gaap/2025	CommitmentsAndContingencies	us-gaap/2025
0001521945-25-000094	8	20	-1	AssetsNet	us-gaap/2025	CommitmentsAndContingencies	us-gaap/2025
0001521945-25-000094	8	10	-1	AssetsNet	us-gaap/2025	Liabilities	us-gaap/2025
0001213900-25-110066	2	8	-1	AssetsNet	us-gaap/2025	Liabilities	us-gaap/2025
0001321741-25-000022	3	1	-1	AssetsNet	us-gaap/2025	Liabilities	us-gaap/2025
0001493152-25-020943	2	9	-1	AssetsNet	us-gaap/2025	Liabilities	us-gaap/2025
0001287032-25-000339	2	10	-1	AssetsNet	us-gaap/2025	Liabilities	us-gaap/2025
0001437749-25-035241	1	7	-1	AssetsNet	us-gaap/2025	Liabilities	us-gaap/2025
0001193125-25-279849	1	2	1	AssetsNet	us-gaap/2025	InvestmentOwnedShortTermInvestmentAndCashEquivalentsFairValue	0001193125-25-279849
0001193125-25-279849	1	3	-1	AssetsNet	us-gaap/2025	NetUnrealizedDepreciationOnUnfundedCommitments	0001193125-25-279849
0001437749-25-035241	1	1	1	AssetsNet	us-gaap/2025	Assets	us-gaap/2025
0001287032-25-000339	2	2	1	AssetsNet	us-gaap/2025	Assets	us-gaap/2025
0001493152-25-020943	2	1	1	AssetsNet	us-gaap/2025	Assets	us-gaap/2025
0001321741-25-000022	3	9	1	AssetsNet	us-gaap/2025	Assets	us-gaap/2025
0001213900-25-110066	2	1	1	AssetsNet	us-gaap/2025	Assets	us-gaap/2025
0001521945-25-000094	8	1	1	AssetsNet	us-gaap/2025	Assets	us-gaap/2025
0001628280-25-049617	8	1	1	AssetsNet	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0001628280-25-049617	8	2	1	AssetsNet	us-gaap/2025	NonInvestmentAssetsLessNonInvestmentLiabilities	us-gaap/2025
0001911321-25-000014	2	6	1	AssetsNet	us-gaap/2025	NonInvestmentAssetsLessNonInvestmentLiabilities	us-gaap/2025
0001628280-25-051646	1	2	1	AssetsNet	us-gaap/2025	NonInvestmentAssetsLessNonInvestmentLiabilities	us-gaap/2025
0001655888-25-000024	1	6	1	BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets	us-gaap/2025	BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets	us-gaap/2025
0001655888-25-000024	1	5	1	BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets	us-gaap/2025	BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents	us-gaap/2025
0001655888-25-000024	1	3	1	BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities	us-gaap/2025	BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther	us-gaap/2025
0001655888-25-000024	1	1	-1	BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet	us-gaap/2025	BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities	us-gaap/2025
0001655888-25-000024	1	4	1	BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet	us-gaap/2025	BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets	us-gaap/2025
0001544206-25-000077	17	2	1	ContractualObligation	us-gaap/2025	ContractualObligationDueAfterFifthYear	us-gaap/2025
0001702510-25-000139	11	2	1	ContractualObligation	us-gaap/2025	ContractualObligationDueAfterFifthYear	us-gaap/2025
0001702510-25-000139	11	4	1	ContractualObligation	us-gaap/2025	ContractualObligationDueInFourthAndFifthYear	us-gaap/2025
0001544206-25-000077	17	4	1	ContractualObligation	us-gaap/2025	ContractualObligationDueInFourthAndFifthYear	us-gaap/2025
0001580345-25-000032	9	5	1	ContractualObligation	us-gaap/2025	ContractualObligationDueInFourthYear	us-gaap/2025
0001580345-25-000032	9	3	1	ContractualObligation	us-gaap/2025	ContractualObligationDueInNextTwelveMonths	us-gaap/2025
